nebulosite[T.SOLEIL],vent[T.NORD],vent[T.OUEST],vent[T.SUD],nebulosite[T.SOLEIL]:vent[T.NORD],nebulosite[T.SOLEIL]:vent[T.OUEST],nebulosite[T.SOLEIL]:vent[T.SUD],E12,E12:nebulosite[T.SOLEIL],E12:vent[T.NORD],E12:vent[T.OUEST],E12:vent[T.SUD],N12,N12:nebulosite[T.SOLEIL],N12:vent[T.NORD],N12:vent[T.OUEST],N12:vent[T.SUD],Ne12,Ne12:nebulosite[T.SOLEIL],Ne12:vent[T.NORD],Ne12:vent[T.OUEST],Ne12:vent[T.SUD],O3v,O3v:nebulosite[T.SOLEIL],O3v:vent[T.NORD],O3v:vent[T.OUEST],O3v:vent[T.SUD],S12,S12:nebulosite[T.SOLEIL],S12:vent[T.NORD],S12:vent[T.OUEST],S12:vent[T.SUD],T12,T12:nebulosite[T.SOLEIL],T12:vent[T.NORD],T12:vent[T.OUEST],T12:vent[T.SUD],T15,T15:nebulosite[T.SOLEIL],T15:vent[T.NORD],T15:vent[T.OUEST],T15:vent[T.SUD],Vx,Vx:nebulosite[T.SOLEIL],Vx:vent[T.NORD],Vx:vent[T.OUEST],Vx:vent[T.SUD],W12,W12:nebulosite[T.SOLEIL],W12:vent[T.NORD],W12:vent[T.OUEST],W12:vent[T.SUD],E12:N12,E12:Ne12,E12:O3v,E12:S12,E12:T12,E12:T15,E12:Vx,E12:W12,N12:Ne12,N12:O3v,N12:S12,N12:T12,N12:T15,N12:Vx,N12:W12,Ne12:O3v,Ne12:S12,Ne12:T12,Ne12:T15,Ne12:Vx,Ne12:W12,O3v:S12,O3v:T12,O3v:T15,O3v:Vx,O3v:W12,S12:T12,S12:T15,S12:Vx,S12:W12,T12:T15,T12:Vx,T12:W12,T15:Vx,T15:W12,Vx:W12,Y
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,113.8,113.8,0.0,113.8,0.0,0.0,0.0,0.0,0.0,0.0,24.6,24.6,0.0,24.6,0.0,27.9,27.9,0.0,27.9,0.0,-5.52,-5.52,-0.0,-5.52,-0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,341.4,0.0,73.80000000000001,83.69999999999999,-16.56,6.0,0.0,2799.48,3175.02,-628.1759999999999,227.6,0.0,0.0,-0.0,0.0,686.34,-135.792,49.2,-154.00799999999998,55.8,-11.04,83.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,55.8,0.0,0.0,55.8,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,16.8,0.0,19.0,0.0,0.0,19.0,0.0,-27.06,-0.0,-0.0,-27.06,-0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,390.59999999999997,0.0,117.60000000000001,133.0,-189.42,56.0,0.0,937.4399999999999,1060.2,-1509.9479999999999,446.4,0.0,0.0,-0.0,0.0,319.2,-454.608,134.4,-514.14,152.0,-216.48,59.6
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,65.8,0.0,65.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,0.0,17.1,0.0,0.0,18.3,0.0,18.3,0.0,0.0,-3.13,-0.0,-3.13,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,40.0,329.0,0.0,85.5,91.5,-15.649999999999999,0.0,526.4,0.0,136.8,146.4,-25.04,0.0,0.0,1125.18,1204.14,-205.95399999999998,0.0,0.0,0.0,-0.0,0.0,312.93000000000006,-53.523,0.0,-57.279,0.0,-0.0,52.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,90.4,0.0,0.0,0.0,90.4,5.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,18.0,18.3,0.0,0.0,0.0,18.3,-11.57,-0.0,-0.0,-0.0,-11.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,632.8000000000001,35.0,126.0,128.1,-80.99000000000001,0.0,452.0,1627.2,1654.3200000000002,-1045.928,0.0,90.0,91.5,-57.85,0.0,329.40000000000003,-208.26,0.0,-211.73100000000002,0.0,-0.0,73.8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,111.4,111.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,28.9,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,8.27,8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,334.20000000000005,0.0,86.69999999999999,90.0,24.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.4,0.0,28.9,30.0,8.27,0.0,0.0,3219.46,3342.0,921.278,0.0,0.0,0.0,0.0,0.0,867.0,239.003,0.0,248.1,0.0,0.0,129.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.6,118.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,23.4,0.0,0.0,0.0,25.4,25.4,0.0,0.0,0.0,5.52,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.2,0.0,46.8,50.8,11.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2775.24,3012.4399999999996,654.6719999999999,0.0,0.0,0.0,0.0,0.0,594.3599999999999,129.16799999999998,0.0,140.20799999999997,0.0,0.0,122.4
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,14.3,14.3,14.3,0.0,0.0,12.6,12.6,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,588.0,0.0,91.0,100.10000000000001,88.2,0.0,252.0,0.0,39.0,42.900000000000006,37.8,0.0,0.0,1092.0,1201.2,1058.3999999999999,0.0,0.0,0.0,0.0,0.0,185.9,163.79999999999998,0.0,180.18,0.0,0.0,106.6
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,109.8,109.8,0.0,0.0,109.8,4.0,4.0,0.0,0.0,4.0,26.0,26.0,0.0,0.0,26.0,28.0,28.0,0.0,0.0,28.0,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.6,8.0,52.0,56.0,5.0,0.0,439.2,2854.7999999999997,3074.4,274.5,0.0,104.0,112.0,10.0,0.0,728.0,65.0,0.0,70.0,0.0,0.0,121.8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,142.8,142.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,24.9,0.0,0.0,0.0,25.8,25.8,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,714.0,0.0,124.5,129.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.6,0.0,49.8,51.6,36.0,0.0,0.0,3555.7200000000003,3684.2400000000002,2570.4,0.0,0.0,0.0,0.0,0.0,642.42,448.2,0.0,464.40000000000003,0.0,0.0,116.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,80.8,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,18.4,0.0,16.8,0.0,0.0,16.8,0.0,-14.4,-0.0,-0.0,-14.4,-0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,565.6,0.0,128.79999999999998,117.60000000000001,-100.8,28.0,0.0,1486.7199999999998,1357.44,-1163.52,323.2,0.0,0.0,-0.0,0.0,309.12,-264.96,73.6,-241.92000000000002,67.2,-57.6,81.4
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,60.4,60.4,0.0,60.4,0.0,0.0,0.0,0.0,0.0,0.0,18.7,18.7,0.0,18.7,0.0,19.6,19.6,0.0,19.6,0.0,-15.59,-15.59,-0.0,-15.59,-0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,302.0,0.0,93.5,98.0,-77.95,25.0,0.0,1129.48,1183.8400000000001,-941.636,302.0,0.0,0.0,-0.0,0.0,366.52000000000004,-291.53299999999996,93.5,-305.564,98.0,-77.95,88.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,79.8,0.0,0.0,79.8,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,20.4,0.0,16.6,0.0,0.0,16.6,0.0,-22.06,-0.0,-0.0,-22.06,-0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,558.6,0.0,142.79999999999998,116.20000000000002,-154.42,56.0,0.0,1627.9199999999998,1324.68,-1760.388,638.4,0.0,0.0,-0.0,0.0,338.64,-450.02399999999994,163.2,-366.196,132.8,-176.48,63.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,84.6,0.0,0.0,84.6,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.0,0.0,19.6,0.0,21.2,0.0,0.0,21.2,0.0,-10.8,-0.0,-0.0,-10.8,-0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,507.59999999999997,0.0,117.60000000000001,127.19999999999999,-64.80000000000001,18.0,0.0,1658.16,1793.5199999999998,-913.68,253.79999999999998,0.0,0.0,-0.0,0.0,415.52000000000004,-211.68000000000004,58.800000000000004,-228.96,63.599999999999994,-32.400000000000006,104.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,92.6,92.6,0.0,0.0,92.6,4.0,4.0,0.0,0.0,4.0,23.2,23.2,0.0,0.0,23.2,23.9,23.9,0.0,0.0,23.9,-7.2,-7.2,-0.0,-0.0,-7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,370.4,16.0,92.8,95.6,-28.8,0.0,370.4,2148.3199999999997,2213.14,-666.72,0.0,92.8,95.6,-28.8,0.0,554.4799999999999,-167.04,0.0,-172.07999999999998,0.0,-0.0,88.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0.0,17.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,201.0,0.0,99.0,101.5,88.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.6,0.0,158.4,162.4,141.84,0.0,0.0,795.96,816.0600000000001,712.7460000000001,0.0,0.0,0.0,0.0,0.0,401.94000000000005,351.05400000000003,0.0,359.91900000000004,0.0,0.0,83.8
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,73.6,0.0,0.0,73.6,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.0,0.0,18.9,0.0,19.3,0.0,0.0,19.3,0.0,-14.4,-0.0,-0.0,-14.4,-0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,588.8,0.0,151.2,154.4,-115.2,32.0,0.0,1391.0399999999997,1420.48,-1059.84,294.4,0.0,0.0,-0.0,0.0,364.77,-272.15999999999997,75.6,-277.92,77.2,-57.6,56.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0.0,0.0,19.7,0.0,19.3,0.0,0.0,19.3,0.0,-17.73,-0.0,-0.0,-17.73,-0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,413.0,0.0,137.9,135.1,-124.11,35.0,0.0,1162.3,1138.7,-1046.07,295.0,0.0,0.0,-0.0,0.0,380.21,-349.281,98.5,-342.189,96.5,-88.65,50.4
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,55.2,55.2,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.9,21.9,21.9,0.0,0.0,9.26,9.26,9.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,220.8,0.0,84.4,87.6,37.04,0.0,165.60000000000002,0.0,63.300000000000004,65.69999999999999,27.78,0.0,0.0,1164.72,1208.8799999999999,511.152,0.0,0.0,0.0,0.0,0.0,462.09,195.386,0.0,202.79399999999998,0.0,0.0,79.2
