E12,N12,Ne12,O3v,S12,T12,T15,Vx,W12,nebulosite_SOLEIL,vent_NORD,vent_OUEST,vent_SUD,E12_cu,E12_sq,N12_cu,N12_sq,Ne12_cu,Ne12_sq,O3v_cu,O3v_sq,S12_cu,S12_sq,T12_cu,T12_sq,T15_cu,T15_sq,Vx_cu,Vx_sq,W12_cu,W12_sq,E12:N12,E12:Ne12,E12:O3v,E12:S12,E12:T12,E12:T15,E12:Vx,E12:W12,E12:nebulosite[T.SOLEIL],E12:vent[T.NORD],E12:vent[T.OUEST],E12:vent[T.SUD],N12:Ne12,N12:O3v,N12:S12,N12:T12,N12:T15,N12:Vx,N12:W12,N12:nebulosite[T.SOLEIL],N12:vent[T.NORD],N12:vent[T.OUEST],N12:vent[T.SUD],Ne12:O3v,Ne12:S12,Ne12:T12,Ne12:T15,Ne12:Vx,Ne12:W12,Ne12:nebulosite[T.SOLEIL],Ne12:vent[T.NORD],Ne12:vent[T.OUEST],Ne12:vent[T.SUD],O3v:S12,O3v:T12,O3v:T15,O3v:Vx,O3v:W12,O3v:nebulosite[T.SOLEIL],O3v:vent[T.NORD],O3v:vent[T.OUEST],O3v:vent[T.SUD],S12:T12,S12:T15,S12:Vx,S12:W12,S12:nebulosite[T.SOLEIL],S12:vent[T.NORD],S12:vent[T.OUEST],S12:vent[T.SUD],T12:T15,T12:Vx,T12:W12,T12:nebulosite[T.SOLEIL],T12:vent[T.NORD],T12:vent[T.OUEST],T12:vent[T.SUD],T15:Vx,T15:W12,T15:nebulosite[T.SOLEIL],T15:vent[T.NORD],T15:vent[T.OUEST],T15:vent[T.SUD],Vx:W12,Vx:nebulosite[T.SOLEIL],Vx:vent[T.NORD],Vx:vent[T.OUEST],Vx:vent[T.SUD],W12:nebulosite[T.SOLEIL],W12:vent[T.NORD],W12:vent[T.OUEST],W12:vent[T.SUD],nebulosite[T.SOLEIL],nebulosite[T.SOLEIL]:vent[T.NORD],nebulosite[T.SOLEIL]:vent[T.OUEST],nebulosite[T.SOLEIL]:vent[T.SUD],vent[T.NORD],vent[T.OUEST],vent[T.SUD],Y
5,0,2,87.4,0,26.0,27.3,16.91,0,1.0,0.0,0.0,0.0,125,25,0,0,8,4,667627.6240000002,7638.760000000001,0,0,17576.0,676.0,20346.417,745.2900000000001,4835.382371,285.9481,0,0,0.0,10.0,437.0,0.0,130.0,136.5,84.55,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.8,0.0,52.0,54.6,33.82,0.0,2.0,0.0,0.0,0.0,0.0,2272.4,2386.0200000000004,1477.9340000000002,0.0,87.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.8000000000001,439.66,0.0,26.0,0.0,0.0,0.0,461.64300000000003,0.0,27.3,0.0,0.0,0.0,0.0,16.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2
0,0,7,67.8,0,23.5,23.7,-9.35,3,0.0,0.0,1.0,0.0,0,0,0,0,343,49,311665.752,4596.839999999999,0,0,12977.875,552.25,13312.052999999998,561.6899999999999,-817.4003749999999,87.4225,27,9,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,474.59999999999997,0.0,164.5,165.9,-65.45,21.0,0.0,0.0,7.0,0.0,0.0,1593.3,1606.86,-633.93,203.39999999999998,0.0,0.0,67.8,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,556.9499999999999,-219.725,70.5,0.0,0.0,23.5,0.0,-221.595,71.1,0.0,0.0,23.7,0.0,-28.049999999999997,-0.0,-0.0,-9.35,-0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65.6
5,0,4,98.6,0,26.3,27.3,16.91,0,1.0,0.0,0.0,0.0,125,25,0,0,64,16,958585.2559999998,9721.96,0,0,18191.447,691.69,20346.417,745.2900000000001,4835.382371,285.9481,0,0,0.0,20.0,493.0,0.0,131.5,136.5,84.55,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.4,0.0,105.2,109.2,67.64,0.0,4.0,0.0,0.0,0.0,0.0,2593.18,2691.7799999999997,1667.326,0.0,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.99,444.733,0.0,26.3,0.0,0.0,0.0,461.64300000000003,0.0,27.3,0.0,0.0,0.0,0.0,16.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,109.2
0,4,6,112.0,0,21.8,23.6,2.5,0,0.0,1.0,0.0,0.0,0,0,64,16,216,36,1404928.0,12544.0,0,0,10360.232000000002,475.24,13144.256000000003,556.96,15.625,6.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,448.0,0.0,87.2,94.4,10.0,0.0,0.0,4.0,0.0,0.0,672.0,0.0,130.8,141.60000000000002,15.0,0.0,0.0,6.0,0.0,0.0,0.0,2441.6,2643.2000000000003,280.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.48,54.5,0.0,0.0,21.8,0.0,0.0,59.0,0.0,0.0,23.6,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.2
0,0,3,49.8,0,24.8,26.6,-7.09,2,1.0,0.0,1.0,0.0,0,0,0,0,27,9,123505.99199999998,2480.0399999999995,0,0,15252.992000000002,615.0400000000001,18821.096,707.5600000000001,-356.400829,50.2681,8,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,149.39999999999998,0.0,74.4,79.80000000000001,-21.27,6.0,3.0,0.0,3.0,0.0,0.0,1235.04,1324.68,-353.082,99.6,49.8,0.0,49.8,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,659.6800000000001,-175.832,49.6,24.8,0.0,24.8,0.0,-188.594,53.2,26.6,0.0,26.6,0.0,-14.18,-7.09,-0.0,-7.09,-0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,87.4
0,0,3,131.8,0,25.2,27.5,-10.15,3,1.0,0.0,1.0,0.0,0,0,0,0,27,9,2289529.4320000005,17371.24,0,0,16003.007999999998,635.04,20796.875,756.25,-1045.6783750000002,103.02250000000001,27,9,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,395.40000000000003,0.0,75.6,82.5,-30.450000000000003,9.0,3.0,0.0,3.0,0.0,0.0,3321.36,3624.5000000000005,-1337.7700000000002,395.40000000000003,131.8,0.0,131.8,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,693.0,-255.78,75.6,25.2,0.0,25.2,0.0,-279.125,82.5,27.5,0.0,27.5,0.0,-30.450000000000003,-10.15,-0.0,-10.15,-0.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,84.0
0,0,3,113.8,0,24.6,27.9,-5.52,2,1.0,0.0,1.0,0.0,0,0,0,0,27,9,1473760.072,12950.439999999999,0,0,14886.936000000003,605.1600000000001,21717.638999999996,778.41,-168.19660799999997,30.470399999999994,8,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,341.4,0.0,73.80000000000001,83.69999999999999,-16.56,6.0,3.0,0.0,3.0,0.0,0.0,2799.48,3175.02,-628.1759999999999,227.6,113.8,0.0,113.8,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,686.34,-135.792,49.2,24.6,0.0,24.6,0.0,-154.00799999999998,55.8,27.9,0.0,27.9,0.0,-11.04,-5.52,-0.0,-5.52,-0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,83.0
0,0,7,55.8,0,16.8,19.0,-27.06,8,0.0,0.0,1.0,0.0,0,0,0,0,343,49,173741.11199999996,3113.64,0,0,4741.6320000000005,282.24,6859.0,361.0,-19814.511816,732.2435999999999,512,64,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,390.59999999999997,0.0,117.60000000000001,133.0,-189.42,56.0,0.0,0.0,7.0,0.0,0.0,937.4399999999999,1060.2,-1509.9479999999999,446.4,0.0,0.0,55.8,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,319.2,-454.608,134.4,0.0,0.0,16.8,0.0,-514.14,152.0,0.0,0.0,19.0,0.0,-216.48,-0.0,-0.0,-27.06,-0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.6
0,5,8,65.8,0,17.1,18.3,-3.13,0,0.0,1.0,0.0,0.0,0,0,125,25,512,64,284890.312,4329.639999999999,0,0,5000.211000000001,292.41,6128.487000000001,334.89000000000004,-30.664296999999998,9.796899999999999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,40.0,329.0,0.0,85.5,91.5,-15.649999999999999,0.0,0.0,5.0,0.0,0.0,526.4,0.0,136.8,146.4,-25.04,0.0,0.0,8.0,0.0,0.0,0.0,1125.18,1204.14,-205.95399999999998,0.0,0.0,65.8,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,312.93000000000006,-53.523,0.0,0.0,17.1,0.0,0.0,-57.279,0.0,0.0,18.3,0.0,0.0,-0.0,-0.0,-3.13,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0
0,0,7,90.4,5,18.0,18.3,-11.57,0,0.0,0.0,0.0,1.0,0,0,0,0,343,49,738763.2640000001,8172.160000000001,125,25,5832.0,324.0,6128.487000000001,334.89000000000004,-1548.8168930000002,133.8649,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,632.8000000000001,35.0,126.0,128.1,-80.99000000000001,0.0,0.0,0.0,0.0,7.0,452.0,1627.2,1654.3200000000002,-1045.928,0.0,0.0,0.0,0.0,90.4,90.0,91.5,-57.85,0.0,0.0,0.0,0.0,5.0,329.40000000000003,-208.26,0.0,0.0,0.0,0.0,18.0,-211.73100000000002,0.0,0.0,0.0,0.0,18.3,-0.0,-0.0,-0.0,-0.0,-11.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.8
3,0,1,111.4,0,28.9,30.0,8.27,0,1.0,0.0,0.0,0.0,27,9,0,0,1,1,1382469.5440000002,12409.960000000001,0,0,24137.568999999996,835.2099999999999,27000.0,900.0,565.6092829999999,68.3929,0,0,0.0,3.0,334.20000000000005,0.0,86.69999999999999,90.0,24.81,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.4,0.0,28.9,30.0,8.27,0.0,1.0,0.0,0.0,0.0,0.0,3219.46,3342.0,921.278,0.0,111.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0,239.003,0.0,28.9,0.0,0.0,0.0,248.1,0.0,30.0,0.0,0.0,0.0,0.0,8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
2,0,0,118.6,0,23.4,25.4,5.52,0,1.0,0.0,0.0,0.0,8,4,0,0,0,0,1668222.8559999997,14065.96,0,0,12812.903999999997,547.56,16387.064,645.16,168.19660799999997,30.470399999999994,0,0,0.0,0.0,237.2,0.0,46.8,50.8,11.04,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2775.24,3012.4399999999996,654.6719999999999,0.0,118.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.3599999999999,129.16799999999998,0.0,23.4,0.0,0.0,0.0,140.20799999999997,0.0,25.4,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,122.4
0,7,3,84.0,0,13.0,14.3,12.6,0,1.0,1.0,0.0,0.0,0,0,343,49,27,9,592704.0,7056.0,0,0,2197.0,169.0,2924.2070000000003,204.49,2000.3759999999997,158.76,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,588.0,0.0,91.0,100.10000000000001,88.2,0.0,7.0,7.0,0.0,0.0,252.0,0.0,39.0,42.900000000000006,37.8,0.0,3.0,3.0,0.0,0.0,0.0,1092.0,1201.2,1058.3999999999999,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.9,163.79999999999998,0.0,13.0,13.0,0.0,0.0,180.18,0.0,14.3,14.3,0.0,0.0,0.0,12.6,12.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,106.6
0,0,2,109.8,4,26.0,28.0,2.5,0,1.0,0.0,0.0,1.0,0,0,0,0,8,4,1323753.1919999998,12056.039999999999,64,16,17576.0,676.0,21952.0,784.0,15.625,6.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.6,8.0,52.0,56.0,5.0,0.0,2.0,0.0,0.0,2.0,439.2,2854.7999999999997,3074.4,274.5,0.0,109.8,0.0,0.0,109.8,104.0,112.0,10.0,0.0,4.0,0.0,0.0,4.0,728.0,65.0,0.0,26.0,0.0,0.0,26.0,70.0,0.0,28.0,0.0,0.0,28.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,121.8
5,0,2,142.8,0,24.9,25.8,18.0,0,1.0,0.0,0.0,0.0,125,25,0,0,8,4,2911954.752000001,20391.840000000004,0,0,15438.248999999998,620.0099999999999,17173.512000000002,665.64,5832.0,324.0,0,0,0.0,10.0,714.0,0.0,124.5,129.0,90.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.6,0.0,49.8,51.6,36.0,0.0,2.0,0.0,0.0,0.0,0.0,3555.7200000000003,3684.2400000000002,2570.4,0.0,142.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.42,448.2,0.0,24.9,0.0,0.0,0.0,464.40000000000003,0.0,25.8,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.2
0,0,7,80.8,0,18.4,16.8,-14.4,4,0.0,0.0,1.0,0.0,0,0,0,0,343,49,527514.112,6528.639999999999,0,0,6229.503999999999,338.55999999999995,4741.6320000000005,282.24,-2985.9840000000004,207.36,64,16,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,565.6,0.0,128.79999999999998,117.60000000000001,-100.8,28.0,0.0,0.0,7.0,0.0,0.0,1486.7199999999998,1357.44,-1163.52,323.2,0.0,0.0,80.8,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,309.12,-264.96,73.6,0.0,0.0,18.4,0.0,-241.92000000000002,67.2,0.0,0.0,16.8,0.0,-57.6,-0.0,-0.0,-14.4,-0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.4
0,0,5,60.4,0,18.7,19.6,-15.59,5,1.0,0.0,1.0,0.0,0,0,0,0,125,25,220348.86399999997,3648.16,0,0,6539.2029999999995,349.69,7529.536000000002,384.1600000000001,-3789.119879,243.0481,125,25,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,93.5,98.0,-77.95,25.0,5.0,0.0,5.0,0.0,0.0,1129.48,1183.8400000000001,-941.636,302.0,60.4,0.0,60.4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,366.52000000000004,-291.53299999999996,93.5,18.7,0.0,18.7,0.0,-305.564,98.0,19.6,0.0,19.6,0.0,-77.95,-15.59,-0.0,-15.59,-0.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,88.6
0,0,7,79.8,0,20.4,16.6,-22.06,8,0.0,0.0,1.0,0.0,0,0,0,0,343,49,508169.59199999995,6368.04,0,0,8489.663999999999,416.15999999999997,4574.296000000001,275.56000000000006,-10735.357815999998,486.64359999999994,512,64,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,558.6,0.0,142.79999999999998,116.20000000000002,-154.42,56.0,0.0,0.0,7.0,0.0,0.0,1627.9199999999998,1324.68,-1760.388,638.4,0.0,0.0,79.8,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,338.64,-450.02399999999994,163.2,0.0,0.0,20.4,0.0,-366.196,132.8,0.0,0.0,16.6,0.0,-176.48,-0.0,-0.0,-22.06,-0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0
0,0,6,84.6,0,19.6,21.2,-10.8,3,0.0,0.0,1.0,0.0,0,0,0,0,216,36,605495.7359999999,7157.159999999999,0,0,7529.536000000002,384.1600000000001,9528.127999999999,449.44,-1259.7120000000002,116.64000000000001,27,9,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,507.59999999999997,0.0,117.60000000000001,127.19999999999999,-64.80000000000001,18.0,0.0,0.0,6.0,0.0,0.0,1658.16,1793.5199999999998,-913.68,253.79999999999998,0.0,0.0,84.6,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,415.52000000000004,-211.68000000000004,58.800000000000004,0.0,0.0,19.6,0.0,-228.96,63.599999999999994,0.0,0.0,21.2,0.0,-32.400000000000006,-0.0,-0.0,-10.8,-0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0
0,0,4,92.6,4,23.2,23.9,-7.2,0,1.0,0.0,0.0,1.0,0,0,0,0,64,16,794022.7759999998,8574.759999999998,64,16,12487.168,538.24,13651.918999999998,571.2099999999999,-373.24800000000005,51.84,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,370.4,16.0,92.8,95.6,-28.8,0.0,4.0,0.0,0.0,4.0,370.4,2148.3199999999997,2213.14,-666.72,0.0,92.6,0.0,0.0,92.6,92.8,95.6,-28.8,0.0,4.0,0.0,0.0,4.0,554.4799999999999,-167.04,0.0,23.2,0.0,0.0,23.2,-172.07999999999998,0.0,23.9,0.0,0.0,23.9,-0.0,-7.2,-0.0,-0.0,-7.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,88.4
5,0,8,40.2,0,19.8,20.3,17.73,0,0.0,0.0,0.0,0.0,125,25,0,0,512,64,64964.80800000001,1616.0400000000002,0,0,7762.392000000001,392.04,8365.427000000001,412.09000000000003,5573.476917,314.35290000000003,0,0,0.0,40.0,201.0,0.0,99.0,101.5,88.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.6,0.0,158.4,162.4,141.84,0.0,0.0,0.0,0.0,0.0,0.0,795.96,816.0600000000001,712.7460000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.94000000000005,351.05400000000003,0.0,0.0,0.0,0.0,0.0,359.91900000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.8
0,0,8,73.6,0,18.9,19.3,-14.4,4,0.0,0.0,1.0,0.0,0,0,0,0,512,64,398688.25599999994,5416.959999999999,0,0,6751.268999999998,357.2099999999999,7189.057000000001,372.49,-2985.9840000000004,207.36,64,16,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,588.8,0.0,151.2,154.4,-115.2,32.0,0.0,0.0,8.0,0.0,0.0,1391.0399999999997,1420.48,-1059.84,294.4,0.0,0.0,73.6,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,364.77,-272.15999999999997,75.6,0.0,0.0,18.9,0.0,-277.92,77.2,0.0,0.0,19.3,0.0,-57.6,-0.0,-0.0,-14.4,-0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.4
0,0,7,59.0,0,19.7,19.3,-17.73,5,0.0,0.0,1.0,0.0,0,0,0,0,343,49,205379.0,3481.0,0,0,7645.373,388.09,7189.057000000001,372.49,-5573.476917,314.35290000000003,125,25,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0,137.9,135.1,-124.11,35.0,0.0,0.0,7.0,0.0,0.0,1162.3,1138.7,-1046.07,295.0,0.0,0.0,59.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,380.21,-349.281,98.5,0.0,0.0,19.7,0.0,-342.189,96.5,0.0,0.0,19.3,0.0,-88.65,-0.0,-0.0,-17.73,-0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.4
0,4,3,55.2,0,21.1,21.9,9.26,0,1.0,1.0,0.0,0.0,0,0,64,16,27,9,168196.60800000004,3047.0400000000004,0,0,9393.931000000002,445.21000000000004,10503.458999999997,479.60999999999996,794.0227759999999,85.74759999999999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,220.8,0.0,84.4,87.6,37.04,0.0,4.0,4.0,0.0,0.0,165.60000000000002,0.0,63.300000000000004,65.69999999999999,27.78,0.0,3.0,3.0,0.0,0.0,0.0,1164.72,1208.8799999999999,511.152,0.0,55.2,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.09,195.386,0.0,21.1,21.1,0.0,0.0,202.79399999999998,0.0,21.9,21.9,0.0,0.0,0.0,9.26,9.26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,79.2
